id,Jenis Penyakit,Provinsi,Jenis - Kelamin,Jumlah Kasus,Populasi,Tanggal,medium
335,Gonorrhea,Kalimantan Tengah,Male,66,132142,12/28/2023,Darah dan Seks
336,Gonorrhea,Papua,Female,6,4744,12/5/2022,Darah dan Seks
337,Gonorrhea,Papua Barat,Male,3,4846,12/17/2021,Darah dan Seks
338,Gonorrhea,Jambi,Male,1,4761,12/13/2018,Darah dan Seks
339,Gonorrhea,Lampung,Male,1,7182,12/14/2023,Darah dan Seks
340,Gonorrhea,Jawa Timur,Female,1,6322,12/19/2018,Darah dan Seks
341,Gonorrhea,Banten,Female,1,6357,12/6/2021,Darah dan Seks
342,Gonorrhea,Nusa Tenggara Barat,Female,1,6524,12/6/2020,Darah dan Seks
343,Gonorrhea,Sulawesi Tengah,Female,1,6698,12/25/2022,Darah dan Seks
344,Gonorrhea,Sumatera Utara,Female,44,196311,12/24/2021,Darah dan Seks
345,Gonorrhea,Kepulauan Riau,Male,46,210860,12/4/2020,Darah dan Seks
346,Gonorrhea,Jambi,Male,98,212515,12/21/2024,Darah dan Seks
347,Gonorrhea,Bangka Belitung,Female,102,197244,12/29/2019,Darah dan Seks
348,Gonorrhea,DKI Jakarta,Male,100,208633,12/8/2019,Darah dan Seks
349,Gonorrhea,Jawa Tengah,Male,88,209704,12/25/2022,Darah dan Seks
350,Gonorrhea,Nusa Tenggara Barat,Female,40,202106,12/11/2022,Darah dan Seks
351,Gonorrhea,Kalimantan Tengah,Male,51,216023,12/19/2018,Darah dan Seks
352,Gonorrhea,Sulawesi Utara,Female,116,206477,12/10/2019,Darah dan Seks
353,Gonorrhea,Papua Barat,Male,13,65236,12/1/2022,Darah dan Seks
354,Gonorrhea,Sumatera Barat,Female,12,67533,12/10/2019,Darah dan Seks
355,Gonorrhea,Nusa Tenggara Barat,Male,4,47997,12/20/2023,Darah dan Seks
356,Gonorrhea,Kalimantan Barat,Female,2,49734,12/2/2023,Darah dan Seks
357,Gonorrhea,Maluku,Female,6,49484,12/31/2021,Darah dan Seks
358,Gonorrhea,Maluku Utara,Male,7,48436,12/7/2024,Darah dan Seks
359,Gonorrhea,Papua Barat,Male,12,48387,12/29/2021,Darah dan Seks
360,Gonorrhea,Riau,Female,328,1482035,12/18/2024,Darah dan Seks
361,Gonorrhea,Jambi,Female,526,1491828,12/18/2022,Darah dan Seks
362,Gonorrhea,Sumatera Selatan,Female,448,1491355,12/8/2019,Darah dan Seks
363,Gonorrhea,Bangka Belitung,Male,581,1469223,12/17/2018,Darah dan Seks
364,Gonorrhea,Jawa Timur,Male,774,1492384,12/15/2018,Darah dan Seks
365,Gonorrhea,DI Yogyakarta,Male,638,1506897,12/20/2018,Darah dan Seks
366,Gonorrhea,Banten,Female,424,1553184,12/18/2023,Darah dan Seks
367,Gonorrhea,Nusa Tenggara Barat,Female,587,1583260,12/29/2023,Darah dan Seks
368,Gonorrhea,Sulawesi Selatan,Female,29,168495,12/13/2020,Darah dan Seks
369,Gonorrhea,Gorontalo,Male,24,165146,12/6/2022,Darah dan Seks
370,Gonorrhea,Papua,Female,51,186575,12/6/2023,Darah dan Seks
371,Gonorrhea,Papua Barat,Male,71,180616,12/9/2019,Darah dan Seks
372,Gonorrhea,DKI Jakarta,Female,1,10198,12/15/2019,Darah dan Seks
373,Gonorrhea,Jawa Timur,Male,2,10027,12/11/2018,Darah dan Seks
374,Gonorrhea,Bali,Male,2,9965,12/18/2019,Darah dan Seks
375,Gonorrhea,Nusa Tenggara Timur,Female,2,9918,12/12/2024,Darah dan Seks
376,Gonorrhea,Sulawesi Barat,Female,437,972165,12/15/2024,Darah dan Seks
377,Gonorrhea,Papua Barat,Male,582,1035889,12/2/2021,Darah dan Seks
378,Gonorrhea,DKI Jakarta,Male,799,1127023,12/5/2021,Darah dan Seks
379,Gonorrhea,Jawa Tengah,Male,993,1142533,12/16/2023,Darah dan Seks
380,Gonorrhea,Jawa Timur,Female,610,646848,12/19/2021,Darah dan Seks
381,Gonorrhea,Banten,Female,783,660747,12/3/2024,Darah dan Seks
382,Gonorrhea,Bali,Male,662,632736,12/29/2024,Darah dan Seks
383,Gonorrhea,Kalimantan Tengah,Male,1053,664649,12/29/2018,Darah dan Seks
384,Gonorrhea,Kalimantan Utara,Female,868,714913,12/16/2018,Darah dan Seks
385,Gonorrhea,Sulawesi Utara,Male,793,686026,12/2/2020,Darah dan Seks
386,Gonorrhea,Maluku,Female,1146,731575,12/19/2020,Darah dan Seks
387,Gonorrhea,Papua Barat,Male,1070,708862,12/15/2019,Darah dan Seks
388,Gonorrhea,Aceh,Female,1070,744045,12/25/2021,Darah dan Seks
389,Gonorrhea,Sumatera Utara,Female,1,27085,12/14/2022,Darah dan Seks
390,Gonorrhea,Sumatera Selatan,Male,8,27961,12/24/2020,Darah dan Seks
391,Gonorrhea,Bengkulu,Female,23,27433,12/28/2022,Darah dan Seks
392,Gonorrhea,Bangka Belitung,Female,9,27319,12/17/2018,Darah dan Seks
393,Gonorrhea,Banten,Male,3,27601,12/21/2019,Darah dan Seks
394,Gonorrhea,Nusa Tenggara Barat,Female,10,27980,12/18/2020,Darah dan Seks
395,Gonorrhea,Nusa Tenggara Timur,Male,4,27968,12/7/2018,Darah dan Seks
396,Gonorrhea,Sulawesi Tenggara,Male,753,897124,12/19/2019,Darah dan Seks
397,Gonorrhea,Sumatera Utara,Female,1042,1006099,12/16/2023,Darah dan Seks
398,Gonorrhea,Sumatera Barat,Male,788,996552,12/30/2022,Darah dan Seks
399,Gonorrhea,Jawa Barat,Female,1269,1050698,12/3/2018,Darah dan Seks
400,Gonorrhea,Jawa Timur,Male,1492,1491362,12/27/2018,Darah dan Seks
401,Gonorrhea,Jawa Timur,Female,1163,1484896,12/24/2023,Darah dan Seks
402,Gonorrhea,Jawa Timur,Male,1478,1562326,12/17/2018,Darah dan Seks
403,Gonorrhea,Jawa Timur,Female,358,384805,12/30/2020,Darah dan Seks
404,Gonorrhea,DI Yogyakarta,Male,1675,397418,12/19/2024,Darah dan Seks
405,Gonorrhea,Nusa Tenggara Barat,Female,246,384643,12/13/2022,Darah dan Seks
406,Gonorrhea,Kalimantan Timur,Male,2094,395954,12/23/2024,Darah dan Seks
407,Gonorrhea,Kalimantan Utara,Female,338,385444,12/14/2022,Darah dan Seks
408,Gonorrhea,Sulawesi Selatan,Male,1724,401556,12/21/2022,Darah dan Seks
409,Gonorrhea,Sulawesi Tenggara,Female,290,393420,12/26/2019,Darah dan Seks
410,Gonorrhea,Maluku Utara,Male,2016,413541,12/16/2018,Darah dan Seks
411,Gonorrhea,Lampung,Female,437,320359,12/29/2023,Darah dan Seks
412,Gonorrhea,Jawa Barat,Male,366,324668,12/29/2019,Darah dan Seks
413,Gonorrhea,DI Yogyakarta,Male,455,333609,12/26/2023,Darah dan Seks
414,Gonorrhea,Bali,Female,290,341446,12/1/2022,Darah dan Seks
415,Gonorrhea,Kalimantan Tengah,Male,340,347738,12/7/2019,Darah dan Seks
416,Gonorrhea,Sulawesi Tengah,Female,16,123484,12/25/2018,Darah dan Seks
417,Gonorrhea,Sumatera Barat,Female,11,131413,12/13/2022,Darah dan Seks
418,Gonorrhea,DKI Jakarta,Male,128,346513,12/26/2023,Darah dan Seks
419,Gonorrhea,DI Yogyakarta,Female,81,355457,12/8/2018,Darah dan Seks
420,Gonorrhea,Nusa Tenggara Barat,Male,185,343868,12/19/2021,Darah dan Seks
421,Gonorrhea,Sulawesi Tengah,Female,65,374158,12/15/2023,Darah dan Seks
422,Gonorrhea,Gorontalo,Male,243,365012,12/5/2019,Darah dan Seks
423,Gonorrhea,Kepulauan Riau,Female,53,205279,12/6/2021,Darah dan Seks
424,Gonorrhea,Sumatera Selatan,Female,40,205752,12/30/2024,Darah dan Seks
425,Gonorrhea,Jawa Timur,Female,22,211115,12/21/2023,Darah dan Seks
426,Gonorrhea,Sulawesi Selatan,Female,430,842466,12/19/2020,Darah dan Seks
427,Gonorrhea,Sulawesi Barat,Male,561,863494,12/13/2022,Darah dan Seks
428,Gonorrhea,Maluku Utara,Male,497,874064,12/28/2024,Darah dan Seks
429,Gonorrhea,Papua,Female,302,874428,12/18/2020,Darah dan Seks
430,Gonorrhea,Papua Barat,Male,396,885106,12/3/2021,Darah dan Seks
431,Gonorrhea,DI Yogyakarta,Male,62,127132,12/27/2019,Darah dan Seks
432,Gonorrhea,Banten,Female,26,127995,12/18/2023,Darah dan Seks
433,Gonorrhea,Bali,Male,39,127491,12/5/2019,Darah dan Seks
434,Gonorrhea,Kalimantan Utara,Male,43,132529,12/17/2022,Darah dan Seks
435,Gonorrhea,Sulawesi Utara,Female,47,134421,12/16/2023,Darah dan Seks
436,Gonorrhea,Sulawesi Selatan,Male,70,135323,12/10/2024,Darah dan Seks
437,Gonorrhea,Sulawesi Barat,Male,15,82962,12/17/2023,Darah dan Seks
438,Gonorrhea,Papua,Male,22,84982,12/12/2019,Darah dan Seks
439,Gonorrhea,Jawa Timur,Female,179,90621,12/4/2019,Darah dan Seks
440,Gonorrhea,Sulawesi Tengah,Female,1,1601,12/20/2018,Darah dan Seks
441,Gonorrhea,Lampung,Female,8,22711,12/7/2020,Darah dan Seks
442,Gonorrhea,Jawa Barat,Male,4,22214,12/16/2018,Darah dan Seks
443,Gonorrhea,Nusa Tenggara Timur,Female,3,22626,12/13/2019,Darah dan Seks
444,Gonorrhea,Kalimantan Selatan,Male,12,22599,12/20/2020,Darah dan Seks
445,Gonorrhea,Kalimantan Utara,Female,119,200691,12/10/2021,Darah dan Seks
446,Gonorrhea,Sulawesi Utara,Male,102,202277,12/27/2018,Darah dan Seks
447,Gonorrhea,Sulawesi Selatan,Female,130,203877,12/8/2023,Darah dan Seks
448,Gonorrhea,Gorontalo,Female,234,204855,12/14/2022,Darah dan Seks
449,Gonorrhea,Maluku,Female,216,205356,12/18/2020,Darah dan Seks
450,Gonorrhea,Aceh,Female,160,206166,12/23/2019,Darah dan Seks
451,Gonorrhea,Sumatera Barat,Female,250,207038,12/24/2021,Darah dan Seks
452,Gonorrhea,Jambi,Female,203,210035,12/26/2022,Darah dan Seks
453,Gonorrhea,Bangka Belitung,Male,17,228786,12/3/2020,Darah dan Seks
454,Gonorrhea,Jawa Timur,Male,63,230188,12/17/2023,Darah dan Seks
455,Gonorrhea,DI Yogyakarta,Female,67,238891,12/15/2020,Darah dan Seks
456,Gonorrhea,Kalimantan Selatan,Female,46,247231,12/13/2018,Darah dan Seks
457,Gonorrhea,Kalimantan Utara,Female,60,247993,12/26/2021,Darah dan Seks
458,Gonorrhea,Papua,Male,78,233294,12/10/2024,Darah dan Seks
459,Gonorrhea,Papua Barat,Male,127,238088,12/1/2024,Darah dan Seks
460,Gonorrhea,Bengkulu,Male,127,252205,12/3/2019,Darah dan Seks
461,Gonorrhea,DI Yogyakarta,Male,150,259005,12/8/2020,Darah dan Seks
462,Gonorrhea,Sulawesi Tengah,Male,35,43650,12/22/2022,Darah dan Seks
463,Gonorrhea,Sulawesi Selatan,Female,24,45699,12/2/2020,Darah dan Seks
464,Gonorrhea,Sulawesi Tenggara,Male,11,44929,12/1/2020,Darah dan Seks
465,Gonorrhea,Sumatera Selatan,Male,37,48042,12/27/2020,Darah dan Seks
466,Gonorrhea,Bengkulu,Male,40,47879,12/17/2022,Darah dan Seks
467,Gonorrhea,Jawa Tengah,Male,5,29516,12/29/2023,Darah dan Seks
468,Gonorrhea,Banten,Female,19,30951,12/18/2023,Darah dan Seks
469,Gonorrhea,Sulawesi Barat,Male,7,30836,12/29/2018,Darah dan Seks
470,Gonorrhea,Maluku Utara,Female,7,31697,12/2/2018,Darah dan Seks
471,Gonorrhea,Aceh,Male,4,31630,12/5/2019,Darah dan Seks
472,Gonorrhea,Kepulauan Riau,Male,30,32040,12/17/2019,Darah dan Seks
473,Gonorrhea,DKI Jakarta,Male,2,6945,12/12/2018,Darah dan Seks
474,Gonorrhea,DI Yogyakarta,Female,2,6689,12/26/2024,Darah dan Seks
475,Gonorrhea,Sulawesi Barat,Female,46,186935,12/27/2019,Darah dan Seks
476,Gonorrhea,Sumatera Utara,Male,198,208162,12/20/2021,Darah dan Seks
477,Gonorrhea,Bengkulu,Female,44,221174,12/12/2020,Darah dan Seks
478,Gonorrhea,DKI Jakarta,Male,44,224201,12/27/2018,Darah dan Seks
479,Gonorrhea,DI Yogyakarta,Male,160,228149,12/14/2018,Darah dan Seks
480,Gonorrhea,Banten,Female,177,229092,12/25/2023,Darah dan Seks
481,Gonorrhea,Nusa Tenggara Timur,Female,2,26405,12/4/2024,Darah dan Seks
482,Gonorrhea,Kalimantan Timur,Female,6,26593,12/10/2022,Darah dan Seks
483,Gonorrhea,Kalimantan Utara,Male,4,29776,12/25/2020,Darah dan Seks
484,Gonorrhea,Sulawesi Tengah,Female,6,26670,12/19/2024,Darah dan Seks
485,Gonorrhea,Sulawesi Barat,Male,3,29645,12/28/2022,Darah dan Seks
486,Gonorrhea,Sumatera Utara,Male,8,28532,12/19/2022,Darah dan Seks
487,Gonorrhea,Kepulauan Riau,Female,9,25373,12/22/2018,Darah dan Seks
488,Gonorrhea,Jawa Tengah,Female,122,400152,12/27/2023,Darah dan Seks
489,Gonorrhea,Jawa Timur,Male,94,396715,12/18/2022,Darah dan Seks
490,Gonorrhea,Sumatera Barat,Female,15,102303,12/27/2018,Darah dan Seks
491,Gonorrhea,Riau,Male,36,97394,12/5/2023,Darah dan Seks
492,Gonorrhea,Jawa Timur,Male,10,30952,12/15/2023,Darah dan Seks
493,Gonorrhea,DI Yogyakarta,Male,11,31596,12/22/2020,Darah dan Seks
494,Gonorrhea,Kalimantan Tengah,Female,18,34418,12/11/2019,Darah dan Seks
495,Gonorrhea,Sulawesi Tengah,Male,8,35895,12/2/2021,Darah dan Seks
496,Gonorrhea,Gorontalo,Male,5,36440,12/21/2022,Darah dan Seks
497,Gonorrhea,Papua,Male,6,36688,12/24/2022,Darah dan Seks
498,"Hepatitis B, Acute",Jawa Barat,Male,111,18691131,12/20/2018,Darah dan Seks
499,"Hepatitis B, Acute",Jawa Barat,Male,100,18988773,12/5/2018,Darah dan Seks
500,"Hepatitis B, Acute",Lampung,Male,2,534708,12/29/2022,Darah dan Seks
501,"Hepatitis B, Acute",Sulawesi Tenggara,Male,2,474153,12/20/2022,Darah dan Seks
502,"Hepatitis B, Acute",Lampung,Female,2,86982,12/16/2020,Darah dan Seks
503,"Hepatitis B, Acute",Kalimantan Barat,Female,3,411962,12/27/2018,Darah dan Seks
504,"Hepatitis B, Acute",Kalimantan Selatan,Female,2,416808,12/11/2022,Darah dan Seks
505,"Hepatitis B, Acute",Maluku Utara,Male,1,32327,12/9/2021,Darah dan Seks
506,"Hepatitis B, Acute",Kepulauan Riau,Male,1,130544,12/13/2020,Darah dan Seks
507,"Hepatitis B, Acute",Jawa Barat,Female,1,1583260,12/8/2023,Darah dan Seks
508,"Hepatitis B, Acute",Nusa Tenggara Barat,Female,1,186575,12/29/2022,Darah dan Seks
509,"Hepatitis B, Acute",Nusa Tenggara Timur,Male,1,178149,12/8/2020,Darah dan Seks
510,"Hepatitis B, Acute",Sulawesi Tenggara,Male,5,1104959,12/1/2019,Darah dan Seks
511,"Hepatitis B, Acute",Maluku,Male,3,1127023,12/29/2023,Darah dan Seks
512,"Hepatitis B, Acute",Sumatera Utara,Female,1,731575,12/28/2021,Darah dan Seks
513,"Hepatitis B, Acute",Kepulauan Riau,Male,4,708862,12/21/2019,Darah dan Seks
514,"Hepatitis B, Acute",Jawa Tengah,Male,5,1032092,12/31/2019,Darah dan Seks
515,"Hepatitis B, Acute",Jawa Timur,Female,2,1595079,12/23/2020,Darah dan Seks
516,"Hepatitis B, Acute",Banten,Female,3,400054,12/30/2024,Darah dan Seks
517,"Hepatitis B, Acute",Sulawesi Utara,Female,1,350020,12/14/2020,Darah dan Seks
518,"Hepatitis B, Acute",Jawa Timur,Male,1,219367,12/13/2021,Darah dan Seks
519,"Hepatitis B, Acute",Sulawesi Tengah,Male,1,135901,12/5/2024,Darah dan Seks
520,"Hepatitis B, Acute",Bangka Belitung,Male,1,22620,12/23/2021,Darah dan Seks
521,"Hepatitis B, Acute",Kalimantan Utara,Male,1,244068,12/8/2024,Darah dan Seks
522,"Hepatitis B, Acute",Sulawesi Selatan,Female,1,264121,12/8/2018,Darah dan Seks
523,"Hepatitis B, Acute",Gorontalo,Female,2,265760,12/30/2023,Darah dan Seks
524,"Hepatitis B, Acute",Nusa Tenggara Timur,Female,1,225721,12/2/2021,Darah dan Seks
525,HIV,Jawa Timur,Male,1,9329,12/8/2020,Darah dan Seks
526,HIV,Jawa Barat,Male,5307,18028441,12/7/2020,Darah dan Seks
527,HIV,Jawa Barat,Female,730,18526603,12/20/2023,Darah dan Seks
528,HIV,Jawa Barat,Male,4997,18331667,12/28/2024,Darah dan Seks
529,HIV,Jawa Barat,Female,618,18752748,12/11/2022,Darah dan Seks
530,HIV,Jawa Barat,Female,540,19177344,12/29/2020,Darah dan Seks
531,HIV,Kalimantan Utara,Female,59,748222,12/21/2018,Darah dan Seks
532,HIV,Sulawesi Barat,Female,61,746698,12/10/2021,Darah dan Seks
533,HIV,Sumatera Selatan,Female,29,797654,12/18/2023,Darah dan Seks
534,HIV,Kalimantan Selatan,Male,1,20878,12/12/2021,Darah dan Seks
535,HIV,Sulawesi Utara,Male,2,20708,12/26/2018,Darah dan Seks
536,HIV,Sumatera Selatan,Female,4,110027,12/27/2020,Darah dan Seks
537,HIV,Bengkulu,Female,2,110685,12/5/2022,Darah dan Seks
538,HIV,Jawa Barat,Female,1,111086,12/30/2020,Darah dan Seks
539,HIV,Jawa Tengah,Male,4,108885,12/20/2019,Darah dan Seks
540,HIV,DI Yogyakarta,Male,3,109194,12/23/2018,Darah dan Seks
541,HIV,Kalimantan Timur,Male,1,21531,12/8/2021,Darah dan Seks
542,HIV,Kalimantan Utara,Female,2,22015,12/18/2024,Darah dan Seks
543,HIV,Sulawesi Barat,Male,1,22796,12/2/2024,Darah dan Seks
544,HIV,Aceh,Male,1,22757,12/22/2023,Darah dan Seks
545,HIV,Riau,Male,87,486962,12/26/2019,Darah dan Seks
546,HIV,Lampung,Male,90,498501,12/31/2022,Darah dan Seks
547,HIV,Nusa Tenggara Timur,Male,75,521520,12/11/2023,Darah dan Seks
548,HIV,Kalimantan Barat,Male,73,527673,12/9/2021,Darah dan Seks
549,HIV,Kalimantan Timur,Male,1,15165,12/26/2021,Darah dan Seks
550,HIV,DKI Jakarta,Male,13,80892,12/23/2019,Darah dan Seks
551,HIV,Jawa Timur,Male,6,83795,12/6/2023,Darah dan Seks
552,HIV,Nusa Tenggara Barat,Female,1,87654,12/23/2021,Darah dan Seks
553,HIV,Kalimantan Tengah,Female,7,89339,12/2/2024,Darah dan Seks
554,HIV,Sulawesi Tenggara,Female,1,91508,12/24/2020,Darah dan Seks
555,HIV,Sumatera Barat,Male,56,430028,12/20/2020,Darah dan Seks
556,HIV,Banten,Female,18,474300,12/31/2021,Darah dan Seks
557,HIV,Nusa Tenggara Barat,Female,13,478477,12/7/2019,Darah dan Seks
558,HIV,Kalimantan Barat,Female,1,13154,12/2/2023,Darah dan Seks
559,HIV,Sulawesi Selatan,Female,1,13636,12/14/2023,Darah dan Seks
560,HIV,Jambi,Male,1,14424,12/18/2022,Darah dan Seks
561,HIV,Kalimantan Timur,Male,7,66582,12/7/2023,Darah dan Seks
562,HIV,Sulawesi Tengah,Male,1,67901,12/7/2022,Darah dan Seks
563,HIV,Sulawesi Tenggara,Male,2,68198,12/9/2020,Darah dan Seks
564,HIV,Gorontalo,Male,2,67872,12/11/2024,Darah dan Seks
565,HIV,Sulawesi Barat,Male,2,67922,12/11/2022,Darah dan Seks
566,HIV,Jawa Barat,Female,15,348293,12/13/2019,Darah dan Seks
567,HIV,DI Yogyakarta,Female,14,369284,12/12/2019,Darah dan Seks
568,HIV,Bali,Female,10,380855,12/2/2024,Darah dan Seks
569,HIV,Kalimantan Tengah,Female,8,397224,12/13/2018,Darah dan Seks
570,HIV,Sulawesi Selatan,Female,16,411962,12/12/2023,Darah dan Seks
571,HIV,Sumatera Barat,Male,11,86106,12/21/2022,Darah dan Seks
572,HIV,Sumatera Selatan,Male,6,86927,12/18/2018,Darah dan Seks
573,HIV,Bengkulu,Female,1,66218,12/16/2023,Darah dan Seks
574,HIV,DI Yogyakarta,Female,1,30720,12/27/2020,Darah dan Seks
575,HIV,Bali,Female,1,31191,12/14/2018,Darah dan Seks
576,HIV,Nusa Tenggara Barat,Male,3,30790,12/24/2020,Darah dan Seks
577,HIV,Kalimantan Barat,Male,3,31130,12/22/2019,Darah dan Seks
578,HIV,Kalimantan Tengah,Female,3,31709,12/5/2023,Darah dan Seks
579,HIV,Kalimantan Timur,Female,1,31980,12/15/2023,Darah dan Seks
580,HIV,Sumatera Barat,Female,1,12307,12/13/2022,Darah dan Seks
581,HIV,Jawa Timur,Male,2,22489,12/24/2019,Darah dan Seks
582,HIV,Nusa Tenggara Barat,Male,1,22516,12/19/2021,Darah dan Seks
583,HIV,Kalimantan Barat,Male,1,22212,12/18/2019,Darah dan Seks
584,HIV,Sulawesi Utara,Female,5,65826,12/18/2018,Darah dan Seks
585,HIV,Aceh,Female,11,77369,12/14/2018,Darah dan Seks
586,HIV,Sumatera Barat,Female,11,77888,12/29/2022,Darah dan Seks
587,HIV,Riau,Male,8,72263,12/18/2019,Darah dan Seks
588,HIV,Sumatera Selatan,Female,5,78409,12/27/2020,Darah dan Seks
589,HIV,Bangka Belitung,Male,6,73609,12/23/2018,Darah dan Seks
590,HIV,DI Yogyakarta,Male,38,122021,12/16/2022,Darah dan Seks
591,HIV,Kalimantan Selatan,Male,35,122743,12/19/2019,Darah dan Seks
592,HIV,Sulawesi Tenggara,Male,26,124301,12/2/2019,Darah dan Seks
593,HIV,Sulawesi Barat,Male,21,124946,12/3/2022,Darah dan Seks
594,HIV,Maluku,Female,1,128952,12/19/2023,Darah dan Seks
595,HIV,Papua Barat,Male,15,125648,12/25/2018,Darah dan Seks
596,HIV,Maluku Utara,Male,2,43690,12/9/2023,Darah dan Seks
597,HIV,Aceh,Male,2,43842,12/21/2022,Darah dan Seks
598,HIV,Sumatera Barat,Male,5,43775,12/23/2020,Darah dan Seks
599,HIV,Sumatera Selatan,Male,2,44179,12/5/2018,Darah dan Seks
600,HIV,DI Yogyakarta,Female,2,111411,12/6/2018,Darah dan Seks
601,HIV,Kalimantan Tengah,Male,9,125184,12/10/2023,Darah dan Seks
602,HIV,Kalimantan Timur,Male,14,126434,12/26/2018,Darah dan Seks
603,HIV,Sulawesi Utara,Male,20,127705,12/11/2022,Darah dan Seks
604,HIV,Sulawesi Selatan,Female,1,128642,12/1/2023,Darah dan Seks
605,HIV,Banten,Female,7,199426,12/8/2024,Darah dan Seks
606,HIV,Kalimantan Tengah,Female,5,198192,12/25/2020,Darah dan Seks
607,HIV,Kalimantan Selatan,Male,34,209704,12/24/2019,Darah dan Seks
608,HIV,Kalimantan Timur,Female,6,199794,12/6/2024,Darah dan Seks
609,HIV,Sumatera Selatan,Male,11,65795,12/3/2024,Darah dan Seks
610,HIV,DKI Jakarta,Male,6,67253,12/17/2018,Darah dan Seks
611,HIV,Jawa Tengah,Male,13,67714,12/8/2023,Darah dan Seks
612,HIV,DI Yogyakarta,Male,5,68716,12/17/2024,Darah dan Seks
613,HIV,Sulawesi Utara,Male,4,46721,12/21/2021,Darah dan Seks
614,HIV,Kepulauan Riau,Male,1,48772,12/9/2023,Darah dan Seks
615,HIV,Bali,Female,52,1490898,12/4/2019,Darah dan Seks
616,HIV,Kalimantan Utara,Male,302,1469223,12/31/2024,Darah dan Seks
617,HIV,Sulawesi Tengah,Male,284,1477630,12/15/2023,Darah dan Seks
618,HIV,Papua Barat,Female,37,1566211,12/30/2024,Darah dan Seks
619,HIV,DKI Jakarta,Female,3,164667,12/25/2022,Darah dan Seks
620,HIV,Jawa Tengah,Female,1,168495,12/24/2022,Darah dan Seks
621,HIV,Bali,Male,7,168120,12/20/2022,Darah dan Seks
622,HIV,Nusa Tenggara Timur,Female,3,184207,12/4/2021,Darah dan Seks
623,HIV,Kalimantan Selatan,Male,10,178149,12/15/2020,Darah dan Seks
624,HIV,DI Yogyakarta,Male,228,807987,12/4/2019,Darah dan Seks
625,HIV,Nusa Tenggara Barat,Male,217,882158,12/19/2022,Darah dan Seks
626,HIV,Sulawesi Tenggara,Female,30,1101193,12/15/2018,Darah dan Seks
627,HIV,Gorontalo,Female,25,1129673,12/25/2021,Darah dan Seks
628,HIV,Maluku,Female,29,1137546,12/28/2020,Darah dan Seks
629,HIV,Lampung,Female,32,708444,12/24/2023,Darah dan Seks
630,HIV,DKI Jakarta,Female,30,714913,12/19/2023,Darah dan Seks
631,HIV,Jawa Timur,Male,141,691550,12/21/2019,Darah dan Seks
632,HIV,DI Yogyakarta,Female,25,724678,12/13/2024,Darah dan Seks
633,HIV,Papua Barat,Male,2,27593,12/13/2018,Darah dan Seks
634,HIV,Sumatera Selatan,Male,1,28512,12/4/2021,Darah dan Seks
635,HIV,DI Yogyakarta,Male,152,945729,12/14/2019,Darah dan Seks
636,HIV,Nusa Tenggara Timur,Male,173,996552,12/24/2019,Darah dan Seks
637,HIV,Sulawesi Selatan,Female,31,1037268,12/21/2022,Darah dan Seks
638,HIV,Papua,Female,55,385350,12/2/2022,Darah dan Seks
639,HIV,Papua Barat,Male,720,397905,12/31/2018,Darah dan Seks
640,HIV,Sumatera Barat,Female,45,384174,12/27/2020,Darah dan Seks
641,HIV,Riau,Male,654,396525,12/9/2020,Darah dan Seks
642,HIV,Jambi,Male,561,395954,12/29/2023,Darah dan Seks
643,HIV,Bangka Belitung,Male,490,401556,12/16/2020,Darah dan Seks
644,HIV,Jawa Barat,Female,31,394990,12/16/2024,Darah dan Seks
645,HIV,Nusa Tenggara Barat,Male,433,417663,12/2/2024,Darah dan Seks
646,HIV,Kalimantan Barat,Male,376,421691,12/3/2020,Darah dan Seks
647,HIV,Papua Barat,Male,53,336325,12/22/2022,Darah dan Seks
648,HIV,Kepulauan Riau,Male,69,345146,12/3/2021,Darah dan Seks
649,HIV,Sumatera Selatan,Male,40,347738,12/29/2019,Darah dan Seks
650,HIV,Bengkulu,Female,11,352410,12/10/2024,Darah dan Seks
651,HIV,DI Yogyakarta,Male,16,130065,12/7/2023,Darah dan Seks
652,HIV,Nusa Tenggara Barat,Female,1,125898,12/16/2019,Darah dan Seks
653,HIV,Kalimantan Barat,Female,1,126728,12/22/2021,Darah dan Seks
654,HIV,Kalimantan Tengah,Male,23,133215,12/4/2022,Darah dan Seks
655,HIV,Kalimantan Utara,Female,3,128800,12/5/2018,Darah dan Seks
656,HIV,Sulawesi Utara,Female,5,130093,12/8/2024,Darah dan Seks
657,HIV,Sulawesi Barat,Female,3,131572,12/6/2019,Darah dan Seks
658,HIV,Riau,Male,39,347751,12/28/2018,Darah dan Seks
659,HIV,Jambi,Female,6,357397,12/20/2018,Darah dan Seks
660,HIV,Nusa Tenggara Timur,Male,42,353837,12/1/2019,Darah dan Seks
661,HIV,Sulawesi Selatan,Female,3,201546,12/4/2024,Darah dan Seks
662,HIV,Gorontalo,Male,23,203289,12/2/2023,Darah dan Seks
663,HIV,Sulawesi Barat,Female,2,204367,12/1/2018,Darah dan Seks
664,HIV,Maluku Utara,Female,7,205110,12/1/2023,Darah dan Seks
665,HIV,Sumatera Utara,Female,2,207530,12/30/2018,Darah dan Seks
666,HIV,Jambi,Female,2,210296,12/12/2021,Darah dan Seks
667,HIV,Bengkulu,Female,4,211115,12/26/2024,Darah dan Seks
668,HIV,Bangka Belitung,Female,4,211814,12/24/2022,Darah dan Seks
669,HIV,Jawa Timur,Male,124,856439,12/22/2019,Darah dan Seks
